report_date,online_store,upc,retailer_product_code,brand,category,sub_category,product_description,review_date,review_rating,review_title,review_text,is_competitor,manufacturer,market,matched_keywords,time_of_publication,url,review_type,parent_review,manufacturers_response,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,verified_purchase,helpful_review_count,review_hash_id
2/1/2019,AMAZONPRIMEPANTRY,8.7117E+12,B014PEJ48K,Persil,Homecare,Laundry,Persil  Colour Washing Liquid 60 Wash,1/4/2019,3,"Love the design of the container but it is heavily perfumed, not for me!","Love the container, easy to pour, but am refilling with A. Nother automatic liquid in future as it is very thick and gloopy (hard to be economical) and it is so scented you smell like it when wearing what you washed (which some may love but I do not!) -after 3 rinses!",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R14MGVBIJZV12O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014PEJ48K,Organic,Parent,,Laundry,COTC Washing Liquid,COTC Washing Liquid,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,5b39102a-14b4-8c28-8282-d65ffd8581f0
2/1/2019,AMAZONPRIMEPANTRY,8.7117E+12,B014PEJ48K,Persil,Homecare,Laundry,Persil  Colour Washing Liquid 60 Wash,1/8/2019,5,Great for darks,Washes sharks well,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/RFA70FW9AZBKC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014PEJ48K,Organic,Parent,,Laundry,COTC Washing Liquid,COTC Washing Liquid,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,abd0377f-67fe-5f2a-4900-80bdcafd2974
2/1/2019,AMAZONPRIMEPANTRY,8.7117E+12,B014PEJ48K,Persil,Homecare,Laundry,Persil  Colour Washing Liquid 60 Wash,1/27/2019,5,excellent,excellent,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R30AWCOUJ5BN0P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014PEJ48K,Organic,Parent,,Laundry,COTC Washing Liquid,COTC Washing Liquid,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,c0c8c84e-e098-51bc-44b7-ae2e0dc19d40
2/1/2019,AMAZONPRIMEPANTRY,8.7117E+12,B014PEJ48K,Persil,Homecare,Laundry,Persil  Colour Washing Liquid 60 Wash,1/6/2019,5,Good,Thank you I’m very happy,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/RD9LS5HLRTB89/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014PEJ48K,Organic,Parent,,Laundry,COTC Washing Liquid,COTC Washing Liquid,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,cbc868f8-773d-6a00-be6c-77f714a81e5c
2/1/2019,AMAZONPRIMEPANTRY,8.71811E+12,B0142CI6FC,Dove Men+Care,Personal Care,Deodorants & Fragrances,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,1/2/2019,5,Christmas smellies,Good pleasant smelling deoderant boys will love it at christmas.,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R23BBT87GT4WU5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0142CI6FC,Organic,Child,,Deodorants & Fragrances,Male Anti-Perspirant Deodorant,Male Anti-Perspirant Deodorant,,,,Retailer Core of the Core,Core of the Core,TRUE,0,f8bf76fb-6252-3fce-1bfa-4a3fbbf27c68
2/1/2019,AMAZONPRIMEPANTRY,5.01225E+12,B014G2YBPC,TRESemmé,Personal Care,Hair Care,Tresemme  Moisture Rich Shampoo 900ml,1/2/2019,4,Good shampoo,delivered quickly and decent shampoo. only 4 star as one bottle was leaking when delivered,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R3GYX7N2X7BSC3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014G2YBPC,Organic,Child,,Hair Care,Women General Cleanse shampoo,Women General Cleanse shampoo,,,,Retailer Core of the Core,Core of the Core,TRUE,0,8d67d917-e64d-44a0-b1e5-c6d4b269064c
2/1/2019,SAINSBURYS,5.01145E+12,2192604,Simple,Personal Care,Skin Care,Simple Kind To Skin Purifying Cleansing Lotion 200ml,1/2/2019,5,Best Make-up remover product,"Have used a lot of make-up brands and in the past bought their more expensive make-up remover products, but none have ever removed mascara, eye-shadow, foundation bases etc as gently and as well as Simple Cleansing Lotion. Its consistency is not runny, you have to squeeze the bottle appropriately onto the cotton wool, which is ideal for controlling how much is dispensed. Also great for tidying up eyeliner or mascara errors when applied sparsely on a cotton wool bud. Always keep this now in my bathroom cabinet. Why pay more?",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/simple-cleansing-lotion--fast-action-200ml#reviews,Organic,Parent,,Skin Care,Cleansing Lotion,Cleansing Lotion,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,4b138bb7-55ff-6411-3246-320390954fb4
2/1/2019,OCADO,50184453,11125011,Marmite,Foods,Other Foods,Marmite  Spread Yeast Extract 250g,1/2/2019,5,can't beat it,not sure why the big jar costs more than double this size though!,0,Unilever Global,UK,,,,Organic,Parent,,Other Foods,Yeast Extract,Yeast Extract,,,,Retailer Core of the Core,Core of the Core,FALSE,0,0c551897-e930-3942-66e3-4d8795e731bd
1/31/2019,AMAZON,8.71045E+12,B077YK7GLF,Comfort,Homecare,Laundry,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/2/2019,5,what a bargain,"Got this on offer for £6, clothes come out very soft, and smelling great. and It should last a long time too, its 100% genuine as well",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R1U4I3K4Z523P7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YK7GLF,Organic,Child,,Laundry,COTC Fabric Conditioner,,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,7b93cad6-2608-b853-81a0-6638c3daf94f
1/31/2019,AMAZON,8.71045E+12,B077YK7GLF,Comfort,Homecare,Laundry,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/2/2019,5,Great,"For £6 this is an amazing buy- lasted me months!, smelt amazing and my neighbour even asked me to buy her one!",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/RBPLLS0D4X5JK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YK7GLF,Organic,Parent,,Laundry,COTC Fabric Conditioner,,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,9c402ab4-a4b2-160d-ee0d-0afab5fce603
1/31/2019,AMAZON,8.71045E+12,B077YK7GLF,Comfort,Homecare,Laundry,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/1/2019,5,Lovely scent,"Great buy, smells gorgeous",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R3Q94H50OMKZ6O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YK7GLF,Organic,Parent,,Laundry,COTC Fabric Conditioner,,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,9459bb0f-9ed2-bac7-5a8e-dcd0152eb8b7
1/31/2019,AMAZON,8.71045E+12,B077YLQ2R1,Comfort,Homecare,Laundry,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/2/2019,5,what a bargain,"Got this on offer for £6, clothes come out very soft, and smelling great. and It should last a long time too, its 100% genuine as well",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R1U4I3K4Z523P7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YLQ2R1,Organic,Parent,,Laundry,COTC Fabric Conditioner,,,,,Retailer Core of the Core,Core of the Core,TRUE,0,f15f82ad-1d66-8586-6008-585425df6bef
1/31/2019,AMAZON,8.71045E+12,B077YLQ2R1,Comfort,Homecare,Laundry,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/1/2019,5,Lovely scent,"Great buy, smells gorgeous",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R3Q94H50OMKZ6O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YLQ2R1,Organic,Child,,Laundry,COTC Fabric Conditioner,,,,,Retailer Core of the Core,Core of the Core,TRUE,0,ba4ef67c-72d8-87c6-6705-0a86110e2d19
1/31/2019,AMAZON,8.71045E+12,B077YLQ2R1,Comfort,Homecare,Laundry,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/2/2019,5,Great,"For £6 this is an amazing buy- lasted me months!, smelt amazing and my neighbour even asked me to buy her one!",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/RBPLLS0D4X5JK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YLQ2R1,Organic,Child,,Laundry,COTC Fabric Conditioner,,,,,Retailer Core of the Core,Core of the Core,TRUE,0,8388d89b-919e-1a68-82c8-3baf08fe4bca
1/31/2019,AMAZON,8.0007E+12,B00OQ85YHG,Dove,Personal Care,Skin Cleansing,Dove  Original Beauty Cream Bar 4 x 100g,1/2/2019,5,Texture,Texture liked.used for bath/shower,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R2B8Z0N5B54F9L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00OQ85YHG,Organic,Parent,,Skin Cleansing,Bar Soap,Bar Soap,,,,non-Retailer Core of the Core,Core of the Core,TRUE,1,bd1d3f69-4f64-7bab-03ec-b0b88746d7f3
1/31/2019,AMAZON,8.71091E+12,B073QS4W7G,Comfort,Homecare,Laundry,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,1/14/2019,5,super buy,shared with family,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/RR005LZIE3S9T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B073QS4W7G,Organic,Parent,,Laundry,COTC Fabric Conditioner,COTC Fabric Conditioner,,,,Retailer Core of the Core,Core of the Core,TRUE,0,36bc306c-8acd-8337-e2cb-bde8433eb69b
1/31/2019,AMAZON,8.71091E+12,B073QS4W7G,Comfort,Homecare,Laundry,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,1/6/2019,5,We love the smell,We love it and even better when it’s on a deal,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R2IVEK0E396XUC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B073QS4W7G,Organic,Parent,,Laundry,COTC Fabric Conditioner,COTC Fabric Conditioner,,,,Retailer Core of the Core,Core of the Core,TRUE,0,3a76db97-db47-b1f9-bf41-4e7888b63b1c
1/31/2019,AMAZON,8.71091E+12,B073QS4W7G,Comfort,Homecare,Laundry,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,1/4/2019,5,Good seller,Great product!,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/RF6FYZEQCIP1U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B073QS4W7G,Organic,Parent,,Laundry,COTC Fabric Conditioner,COTC Fabric Conditioner,,,,Retailer Core of the Core,Core of the Core,TRUE,0,60602bed-a414-a5b3-249b-45c06a451684
1/31/2019,AMAZON,8.71256E+12,B00P7PHTBG,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 500ml,1/1/2019,4,Not as advertised,"Bought items to give as gifts, it was advertised as Dove Moisturising Deeply Nourishing Body Wash but I received Dove idratante bagnodoccia di belleza, a language I cannot read. Even has a less distinct fragrance.",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R17YU58ZR0D6VM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00P7PHTBG,Organic,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,211bc0d9-4d5d-1743-ed32-e298f00266d4
1/31/2019,AMAZON,8.71811E+12,B00P7PE82O,Dove Men+Care,Personal Care,Deodorants & Fragrances,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,1/2/2019,5,Christmas smellies,Good pleasant smelling deoderant boys will love it at christmas.,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R23BBT87GT4WU5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00P7PE82O,Organic,Parent,,Deodorants & Fragrances,Male Anti-Perspirant Deodorant,Male Anti-Perspirant Deodorant,,,,Retailer Core of the Core,Core of the Core,TRUE,0,aa7a7f31-a4ba-0f86-cfc2-e88680454b2e
1/31/2019,AMAZON,8.7116E+12,B00P7PLAQ6,Dove Men+Care,Personal Care,Deodorants & Fragrances,Dove Men+Care  Invisible Dry Aerosol Anti-perspirant Deodorant 250ml,1/2/2019,4,"Good price, good product","Good price and nice smell, not overpowering. Doesn’t leave white powdery mess like some anti perspirents do. Happy.",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R2Q00AOUY0GTAW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00P7PLAQ6,Organic,Parent,,Deodorants & Fragrances,Male Anti-Perspirant Deodorant,Male Anti-Perspirant Deodorant,,,,Retailer Core of the Core,Core of the Core,TRUE,0,8239ca5a-e4a7-ba4e-33f0-56639a8cebac
1/31/2019,AMAZON,5.01225E+12,B00P7RGSWK,TRESemmé,Personal Care,Hair Care,Tresemme  Cleanse & Replenish Shampoo 900ml,1/1/2019,5,Great.,A great deal on treseme shampoo giving a long lasting supply so you don’t need to keep buying more and very good price.,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R69HBA1V58XK2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00P7RGSWK,Organic,Parent,,Hair Care,Women General Cleanse shampoo,Women General Cleanse shampoo,,,,Retailer Core of the Core,Core of the Core,TRUE,0,6678a7f5-2be2-f5ad-98ab-36c289b9c66a
1/31/2019,AMAZON,5.01225E+12,B00OQ85N8Q,TRESemmé,Personal Care,Hair Care,Tresemme  Moisture Rich Shampoo 900ml,1/2/2019,4,Good shampoo,delivered quickly and decent shampoo. only 4 star as one bottle was leaking when delivered,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R3GYX7N2X7BSC3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00OQ85N8Q,Organic,Parent,,Hair Care,Women General Cleanse shampoo,Women General Cleanse shampoo,,,,Retailer Core of the Core,Core of the Core,TRUE,0,739ca043-402a-f78f-b33a-0d64d4fcf980
1/31/2019,AMAZON,5.01145E+12,B00OTRIFPC,Simple,Personal Care,Skin Care,Simple Kind to Skin Exfoliating Facial Wipes 25 Wipes,1/1/2019,5,Good buy,"Good wipes, good buy",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R179FPSC07QM2R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00OTRIFPC,Organic,Parent,,Skin Care,Wipes,Wipes,,,,Retailer Core of the Core,Core of the Core,TRUE,0,1b2b16ef-8cc6-05d9-96e8-6feabc6613b8
1/31/2019,AMAZON,5.00018E+12,B003UU59QW,Marmite,Foods,Other Foods,Marmite  Spread Yeast Extract 500g,1/2/2019,5,Great for a marmite lover!,"Three gigantic marmite jars that will last probably a whole life! What else would you possibly wish for? Order came in time, when mentioned, safely packed. Very happy with it.",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R1K8CMKRJ8N9LC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B003UU59QW,Organic,Parent,,Other Foods,Yeast Extract,Yeast Extract,,,,Retailer Core of the Core,Core of the Core,TRUE,0,eeb67fd0-2128-225d-12f5-2edd4fe1b858
1/31/2019,AMAZON,8.71256E+12,B00TA3L6UG,Lynx,Personal Care,Skin Cleansing,Lynx  Black Shower Gel 400ml,1/2/2019,5,a great product,a great buy,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/RBLLS3B7B54QF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00TA3L6UG,Organic,Child,,Skin Cleansing,Shower General,Shower General,,,,Retailer Core of the Core,Core of the Core,TRUE,0,c2ac9c02-70c7-94a7-8734-d28382849847
1/31/2019,AMAZON,8.71256E+12,B0731C28T7,Comfort,Homecare,Laundry,Comfort Creations Cherryblossom & Sweetpea Fabric Conditioner 33 Wash 1.16L,1/1/2019,5,"Smells great, misses well happy",Nice fragrance and it seems to last on the clothes.,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R17AMQ3DJSJRPG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0731C28T7,Organic,Child,,Laundry,COTC Fabric Conditioner,COTC Fabric Conditioner,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,7e52e28d-017c-0414-ea4d-ce6037a03d4c
1/31/2019,AMAZON,8.71256E+12,B073QRR4SC,Comfort,Homecare,Laundry,Comfort  Strawberry & Lily Fabric Conditioner 33 Wash,1/1/2019,5,"Smells great, misses well happy",Nice fragrance and it seems to last on the clothes.,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R17AMQ3DJSJRPG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B073QRR4SC,Organic,Child,,Laundry,COTC Fabric Conditioner,COTC Fabric Conditioner,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,c0563115-f5d4-b724-6a9d-f74b14d13696
1/31/2019,AMAZON,8.71256E+12,B073QSDF1S,Comfort,Homecare,Laundry,Comfort  Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,1/1/2019,5,"Smells great, misses well happy",Nice fragrance and it seems to last on the clothes.,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R17AMQ3DJSJRPG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B073QSDF1S,Organic,Parent,,Laundry,COTC Fabric Conditioner,COTC Fabric Conditioner,,,,Retailer Core of the Core,Core of the Core,TRUE,0,6eae42e2-b91c-dc6f-24cd-4a27d9b8f2fe
1/31/2019,AMAZON,8.71811E+12,B00P7PE82O,Dove Men+Care,Personal Care,Deodorants & Fragrances,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,1/1/2019,5,Dove Men’s + Deodorant,"As you get older, you know what you like and what is suitable for your body. I like all Dove products. Gives you that fresh all over, wide awake feeling and no dandruff or flakey skin. No smelly a/pits!",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/REVTAVYK1SJMZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00P7PE82O,Organic,Parent,,Deodorants & Fragrances,Male Anti-Perspirant Deodorant,Male Anti-Perspirant Deodorant,,,,Retailer Core of the Core,Core of the Core,TRUE,0,15b858d7-3f25-094a-7ddf-a6c6bce69eec
1/31/2019,AMAZON,5.00018E+12,B003UU59QW,Marmite,Foods,Other Foods,Marmite  Spread Yeast Extract 500g,1/2/2019,4,Vitamin B12.,Excellent,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/RDKAJKUFQRZZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B003UU59QW,Organic,Parent,,Other Foods,Yeast Extract,Yeast Extract,,,,Retailer Core of the Core,Core of the Core,TRUE,0,9c0e85c7-90a3-e0c1-ec74-ec7fa4d1cd68
2/2/2019,SUPERDRUG,8.71091E+12,722135,TRESemmé,Personal Care,Hair Care,Tresemme Keratin Smooth Heat Protection Spray 200ml,1/3/2019,5,Leaves coloured hair shiny!,"I've been Using tresemme products for years. Previously the regular heat protection but after being recommended this one for colour treated hair gave it a go and Ive not looked back! Leaves my hair with a lovely shine, ive got dyed red hair so it can be hard to keep looking healthy. Seems to do a Good job with heat protection too. I only dry my hair, no straighteners or tongs but seems to keep the damage away",0,Unilever Global,UK,,,,Organic,Parent,,Hair Care,Heat Activated Protection & Treatment,Heat Activated Protection & Treatment,,,,Retailer Core of the Core,Core of the Core,FALSE,0,79e418ad-ad92-806f-98e7-1306d4dcd48a
2/2/2019,AMAZONPRIMEPANTRY,5.01225E+12,B014DFDAOU,TRESemmé,Personal Care,Hair Care,Tresemme  Heat Defence Spray 300ml,1/3/2019,5,Great Value,So much cheaper than in Boots. Great value!!!,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R1MRPFWRT2RL2L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014DFDAOU,Organic,Child,,Hair Care,Styling Spray,Styling Spray,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,9513d8ec-13ad-93d9-68a4-ca0bcfee94ee
2/2/2019,OCADO,8.71091E+12,279100011,Domestos,Homecare,Household Care,Domestos Power 5 Lime Toilet Rim Block 1pc,1/3/2019,2,Nope,"I like the blue version but this is such an overpowering, awful smell it had to be binned.",0,Unilever Global,UK,,,,Organic,Parent,,Household Care,Rim Block,Rim Block,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,62f9d577-f0ad-1aa4-955d-57d06a9cfe18
2/2/2019,AMAZON,8.71045E+12,B07CZ66MJ2,Persil,Homecare,Laundry,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",1/3/2019,5,Great cleaning.... Great value pack of 3,"I like these, I use only one in the regular wash and everything comes clean. I'll use two if I load a 9kg wash or if I have a lot of white washing just to give an extra boost as the machine uses more water on these cycles. It's good value for money buying in a pack of three so these are a regular purchase for me.",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R3VA5QEVQ5IM5G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CZ66MJ2,Organic,Child,,Laundry,Bio Washing Capsules,Bio Washing Capsules,,,,non-Retailer Core of the Core,Core of the Core,TRUE,1,7e18032f-1382-705f-f640-d7d7f256f86e
2/2/2019,AMAZON,8.71045E+12,B077YK7GLF,Comfort,Homecare,Laundry,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/3/2019,5,Comfort softener,Excellent value and you don't hav to carry it,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R3QOV6S5TSE2XP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YK7GLF,Organic,Parent,,Laundry,COTC Fabric Conditioner,,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,3699f004-c779-6bfd-d393-c68e33e200f1
2/2/2019,AMAZON,8.71045E+12,B077YK7GLF,Comfort,Homecare,Laundry,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/3/2019,5,Price,Washing,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R2JGTFEU6WGEUB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YK7GLF,Organic,Child,,Laundry,COTC Fabric Conditioner,,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,68ca03a1-4bc6-20d3-ee78-f8f6e2838152
2/2/2019,AMAZON,8.71045E+12,B077YLQ2R1,Comfort,Homecare,Laundry,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/3/2019,5,Comfort softener,Excellent value and you don't hav to carry it,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R3QOV6S5TSE2XP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YLQ2R1,Organic,Child,,Laundry,COTC Fabric Conditioner,,,,,Retailer Core of the Core,Core of the Core,TRUE,0,5f2c1080-08d6-83b1-6260-54f6f714962a
2/2/2019,AMAZON,8.71045E+12,B07CZGKTYB,Persil,Homecare,Laundry,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",1/3/2019,5,Great cleaning.... Great value pack of 3,"I like these, I use only one in the regular wash and everything comes clean. I'll use two if I load a 9kg wash or if I have a lot of white washing just to give an extra boost as the machine uses more water on these cycles. It's good value for money buying in a pack of three so these are a regular purchase for me.",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R3VA5QEVQ5IM5G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CZGKTYB,Organic,Child,,Laundry,Non Bio Washing Capsules,Non Bio Washing Capsules,,,,Retailer Core of the Core,Core of the Core,TRUE,1,b6f5ff14-bc36-a310-671d-b5c1b8752549
2/2/2019,AMAZON,8.71045E+12,B07CCNVLXY,Persil,Homecare,Laundry,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",1/3/2019,5,Great cleaning.... Great value pack of 3,"I like these, I use only one in the regular wash and everything comes clean. I'll use two if I load a 9kg wash or if I have a lot of white washing just to give an extra boost as the machine uses more water on these cycles. It's good value for money buying in a pack of three so these are a regular purchase for me.",0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R3VA5QEVQ5IM5G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CCNVLXY,Organic,Child,,Laundry,Colour Washing Capsules,Colour Washing Capsules,,,,Retailer Core of the Core,Core of the Core,TRUE,1,6bd02d94-e903-7043-4d05-4ae50dbf09e1
